466,1930,1
467,778,20
468,1683,3
469,473,6
470,1444,7
471,183,11
472,1544,4
473,1030,18
474,762,12
475,261,10
476,247,15
477,1864,17
478,1333,14
479,1512,1
480,1635,15
481,1803,9
482,77,17
483,196,3
484,804,8
485,1100,18
486,1907,4
487,261,19
488,1180,20
489,1826,8
490,1309,15
491,868,18
492,539,5
493,1590,6
494,855,19
495,1159,19
496,1884,2
497,1528,20
498,892,16
499,173,4
500,1651,6
501,553,9
502,225,8
503,497,17
504,282,17
505,653,20
506,1573,11
507,1159,10
508,390,18
509,1387,10
510,1557,13
511,1933,19
512,924,15
513,868,9
514,895,6
515,693,19
516,1805,11
517,1271,14
518,85,14
519,729,4
520,1296,7
521,408,14
522,1794,19
523,380,18
524,1021,6
525,1247,9
526,1550,18
527,916,1
528,1368,7
529,1025,15
530,1931,16
531,1287,12
532,120,20
533,1413,18
534,90,7
535,1933,17
536,286,7
537,1894,14
538,27,2
539,771,4
540,1032,18
541,1719,16
542,818,19
543,805,15
544,1114,17
545,1386,9
546,785,16
547,935,2
548,1522,2
549,250,2
550,1694,16
551,1690,17
552,1999,4
553,237,1
554,1589,2
555,877,3
556,283,9
557,262,10
558,1361,15
559,275,3
560,376,15
561,1117,10
562,558,9
563,1120,18
564,437,3
565,473,19
566,210,4
567,1778,1
568,71,18
569,1951,14
570,957,7
571,1331,1
572,395,5
573,1914,19
574,703,3
575,1400,6
576,758,19
577,537,12
578,1949,16
579,985,14
580,1450,7
581,480,7
582,1124,4
583,892,3
584,473,13
585,895,18
586,1305,4
587,867,14
588,1988,19
589,1341,14
590,930,9
591,149,13
592,345,9
593,766,14
594,1097,1
595,1970,19
596,1772,14
597,874,2
598,1615,17
599,218,15
600,1631,18
601,467,14
602,1274,10
603,1701,12
604,1268,16
605,541,12
606,1077,2
607,1001,10
608,568,1
609,1602,8
610,1956,16
611,1729,13
612,335,6
613,1436,10
614,570,14
615,354,18
616,840,9
617,1222,15
618,225,2
619,634,18
620,490,17
621,561,8
622,1286,5
623,1527,5
624,1189,15
625,1189,8
626,26,14
627,1650,14
628,682,8
629,1542,1
630,680,5
631,869,4
632,1976,12
633,1352,11
634,1737,11
635,446,9
636,1142,8
637,897,17
638,1196,5
639,870,12
640,1584,11
641,151,7
642,1284,9
643,757,8
644,485,20
645,1010,4
646,1281,10
647,1780,2
648,1735,11
649,1250,8
650,394,14
651,240,14
652,788,20
653,1722,20
654,1493,11
655,476,6
656,107,10
657,1893,4
658,786,13
659,1705,9
660,581,19
661,485,8
662,1221,18
663,723,10
664,975,4
665,206,2
666,1166,1
667,1951,8
668,860,10
669,1534,7
670,1478,12
671,1086,2
672,607,19
673,739,14
674,121,11
675,1648,12
676,522,16
677,1671,13
678,1867,14
679,1806,13
680,1205,16
681,319,17
682,1964,4
683,862,13
684,89,13
685,281,1
686,905,4
687,1792,2
688,937,17
689,1591,18
690,245,14
691,233,12
692,467,18
693,1768,9
694,1521,20
695,516,13
696,1262,17
697,1551,8
698,642,7
699,700,17
700,1015,6
701,494,2
702,1965,14
703,1411,2
704,1368,7
705,454,16
706,198,19
707,1184,20
708,718,13
709,470,3
710,437,15
711,1892,16
712,252,18
713,569,7
714,469,5
715,1698,12
716,734,10
717,1973,7
718,1972,12
719,115,7
720,1884,2
721,506,19
722,1422,2
723,2003,16
724,297,6
725,2009,16
726,993,19
727,1349,20
728,616,7
729,340,13
730,576,4
731,689,1
732,1504,14
733,1980,19
734,1137,18
735,666,7
736,1365,7
737,340,18
738,1737,7
739,35,12
740,1597,7
741,220,3
742,83,2
743,186,20
744,1267,13
745,1548,19
746,536,11
747,1550,16
748,33,16
749,1759,19
750,1177,15
751,362,20
752,304,9
753,1854,5
754,733,14
755,508,20
756,1457,15
757,1307,13
758,859,12
759,44,20
760,1821,20
761,343,4
762,1436,11
763,679,1
764,680,14
765,433,17
766,1903,15
767,1222,14
768,956,6
769,1399,17
770,198,10
771,1565,6
772,633,12
773,1953,6
774,1138,14
775,238,18
776,589,18
777,717,14
778,225,8
779,1897,14
780,612,5
781,1558,11
782,1843,11
783,1176,17
784,257,2
785,1642,20
786,913,18
787,193,2
788,906,14
789,856,12
790,873,11
791,1864,13
792,1802,4
793,1851,13
794,1403,11
795,1666,13
796,1425,2
797,1025,4
798,743,19
799,141,17
800,1865,10
801,639,20
802,77,20
803,1099,17
804,490,12
805,1923,15
806,1314,18
807,1305,15
808,1353,13
809,1062,12
810,387,17
811,916,18
812,1797,6
813,1337,7
814,1398,9
815,271,18
816,235,15
817,472,14
818,246,8
819,1008,5
820,979,9
821,1641,1
822,1097,19
823,1319,8
824,533,8
825,2001,17
826,1969,6
827,1803,20
828,1861,4
829,1330,9
830,1400,5
831,934,20
832,2010,1
833,1810,9
834,478,10
835,418,7
836,1533,4
837,1601,6
838,107,18
839,1427,6
840,1354,20
841,1923,2
842,859,3
843,695,8
844,115,8
845,1916,11
846,1709,8
847,1190,19
848,965,8
849,1429,14
850,1527,6
851,369,1
852,714,19
853,215,1
854,2002,14
855,1790,6
856,1602,13
857,500,8
858,1090,13
859,575,15
860,942,8
861,1075,19
862,931,6
863,1034,1
864,246,19
865,800,1
866,1162,4
867,1224,8
868,819,6
869,1417,16
870,976,8
871,1425,3
872,1943,10
873,256,5
874,110,2
875,1894,18
876,958,1
877,1328,2
878,327,5
879,320,4
880,1585,18
881,1442,20
882,760,4
883,1105,16
884,844,14
885,251,1
886,982,19
887,191,3
888,945,19
889,1593,13
890,1300,14
891,1696,14
892,1684,7
893,1620,2
894,876,13
895,1210,19
896,1890,7
897,986,16
898,1689,12
899,1160,13
900,374,12
901,1156,19
902,1168,12
903,1653,13
904,1598,7
905,227,11
906,1824,5
907,1882,20
908,601,15
909,333,9
910,867,1
911,1956,3
912,1754,13
913,1673,12
914,1543,7
915,617,4
916,1786,12
917,871,7
918,917,20
919,1112,11
920,162,6
921,1958,17
922,330,5
923,777,4
924,1049,5
925,578,18
926,1833,15
927,1961,16
928,1958,18
929,1179,3
930,82,14
931,1641,9
932,788,19
933,1411,6
934,1803,17
935,1184,1
936,622,18
937,325,12
938,179,18
939,1165,4
940,1171,3
941,550,14
942,476,15
943,897,19
944,447,8
945,1888,3
946,465,2
947,607,1
948,1479,10
949,1550,16
950,668,20
951,1630,8
952,2006,12
953,19,1
954,435,14
955,1194,4
956,1197,11
957,1781,6
958,1383,17
959,1115,10
960,502,7
961,128,19
962,1583,9
963,1584,12
964,1837,19
965,161,4
966,952,10
967,1235,2
968,274,5
969,1991,7
970,581,19
971,1400,10
972,443,8
973,15,7
974,1651,13
975,687,18
976,966,16
977,1144,7
978,119,14
979,348,12
980,1915,18
981,397,15
982,1612,8
983,757,16
984,1340,2
985,1544,18
986,325,16
987,1248,18
988,1620,14
989,1274,19
990,963,17
991,688,18
992,476,17
993,131,2
994,1049,14
995,95,4
996,522,3
997,1285,12
998,1640,13
999,1717,19
1000,1633,8
1001,1510,9
1002,319,12
1003,1819,19
1004,304,17
1005,1768,8
1006,1940,1
1007,755,13
1008,1813,6
1009,871,16
1010,1286,6
1011,1820,5
1012,1176,12
1013,298,5
1014,1488,9
1015,1223,11
1016,984,19
1017,970,4
1018,703,16
1019,1702,5
1020,1402,14
1021,137,18
1022,738,4
1023,1345,8
1024,611,6
1025,1473,20
1026,89,14
1027,869,6
1028,105,8
1029,711,1
1030,459,13
1031,1225,1
1032,1852,5
1033,920,1
1034,280,14
1035,772,15
1036,527,1
1037,374,7
1038,361,9
1039,393,6
1040,118,1
1041,815,4
1042,458,13
1043,1327,11
1044,54,14
1045,381,17
1046,136,6
1047,667,10
1048,308,19
1049,1690,1
1050,1199,19
1051,1814,16
1052,756,1
1053,469,14
1054,797,14
1055,1147,3
1056,1177,6
1057,230,7
1058,1431,7
1059,1169,9
1060,598,11
1061,1412,9
1062,462,6
1063,800,6
1064,158,19
1065,952,19
1066,249,19
1067,623,5
1068,1961,6
1069,859,18
1070,199,5
1071,577,4
1072,272,15
1073,1243,13
1074,849,14
1075,1013,16
1076,1669,3
1077,301,14
1078,1905,1
1079,675,16
1080,479,12
1081,1101,15
1082,1866,8
1083,1981,18
1084,107,14
1085,1740,4
1086,876,9
1087,877,9
1088,773,20
1089,1774,17
1090,939,12
1091,505,1
1092,791,16
1093,811,16
1094,237,20
1095,1977,2
1096,693,6
1097,671,17
1098,768,20
1099,1473,14
1100,503,10
1101,1603,16
1102,1274,2
1103,1620,3
1104,1465,8
1105,490,17
1106,744,11
1107,1703,17
1108,1397,10
1109,1238,3
1110,457,20
1111,649,4
1112,387,16
1113,225,11
1114,329,17
1115,610,5
1116,414,5
1117,1768,3
1118,33,2
1119,671,17
1120,1310,3
1121,1156,15
1122,1427,13
1123,596,19
1124,920,18
1125,92,14
1126,1702,18
1127,933,18
1128,634,2
1129,1724,4
1130,1622,13
1131,1171,2
1132,635,5
1133,259,11
1134,1518,2
1135,1861,10
1136,118,16
1137,1190,10
1138,1567,9
1139,1196,10
1140,206,13
1141,1463,1
1142,1155,7
1143,1957,14
1144,1795,4
1145,1858,16
1146,260,8
1147,274,16
1148,154,11
1149,410,1
1150,132,3
1151,336,7
1152,514,2
1153,1932,9
1154,789,1
1155,1739,4
1156,51,15
1157,1360,4
1158,182,18
1159,1737,19
1160,1437,1
1161,728,10
1162,1663,16
1163,1225,10
1164,1824,13
1165,656,11
1166,137,6
1167,652,8
1168,416,6
1169,1658,12
1170,1095,2
1171,1495,2
1172,1775,13
1173,194,4
1174,1010,16
1175,213,9
1176,1095,9
1177,195,16
1178,131,8
1179,1238,14
1180,1855,15
1181,573,7
1182,607,2
1183,1158,4
1184,1575,10
1185,1976,20
1186,863,14
1187,990,4
1188,775,20
1189,1306,10
1190,558,5
1191,426,3
1192,83,9
1193,2002,20
1194,650,14
1195,1115,15
1196,1991,4
1197,1199,3
1198,1237,12
1199,426,2
1200,1241,6
1201,449,11
1202,1120,5
1203,639,9
1204,1286,20
1205,1234,5
1206,1941,15
1207,1999,13
1208,1846,11
1209,506,8
1210,203,4
1211,49,8
1212,1889,7
1213,700,7
1214,408,18
1215,1028,14
1216,797,19
1217,113,4
1218,1040,14
1219,22,9
1220,1419,16
1221,1372,16
1222,1155,2
1223,233,4
1224,1875,18
1225,706,4
1226,1564,3
1227,143,3
1228,1582,19
1229,1617,6
1230,1885,2
1231,1990,18
1232,437,3
1233,1535,11
1234,886,2
1235,1089,10
1236,732,1
1237,1240,9
1238,1584,20
1239,1229,2
1240,1323,8
1241,499,18
1242,581,16
1243,1562,11
1244,1532,11
1245,1628,8
1246,763,19
1247,404,20
1248,1239,2
1249,420,8
1250,1289,9
1251,573,8
1252,321,20
1253,561,19
1254,1470,19
1255,2001,12
1256,349,20
1257,1422,12
1258,1195,1
1259,1562,1
1260,670,8
1261,1315,18
1262,1514,1
1263,145,1
1264,1362,19
1265,857,7
1266,1959,12
1267,23,8
1268,1701,16
1269,283,8
1270,228,20
1271,469,17
1272,1156,7
1273,258,19
1274,440,5
1275,1456,1
1276,378,9
1277,997,15
1278,1360,16
1279,153,5
1280,1727,20
1281,368,1
1282,1456,20
1283,155,7
1284,1315,1
1285,1661,12
1286,27,1
1287,1860,16
1288,1351,16
1289,1806,2
1290,1145,12
1291,1564,13
1292,978,5
1293,329,14
1294,1630,6
1295,742,18
1296,468,13
1297,1315,12
1298,1198,11
1299,856,3
1300,1599,8
1301,484,10
1302,1896,18
1303,682,8
1304,1132,9
1305,72,12
1306,748,7
1307,947,17
1308,434,6
1309,1962,15
1310,801,3
1311,1209,13
1312,1395,17
1313,800,19
1314,1872,3
1315,967,13
1316,1750,19
1317,419,13
1318,890,12
1319,758,20
1320,448,3
1321,386,7
1322,1516,3
1323,530,8
1324,898,10
1325,1176,12
1326,1726,14
1327,919,17
1328,1615,18
1329,749,20
1330,1844,16
1331,1161,5
1332,1796,8
1333,614,13
1334,183,16
1335,1871,16
1336,717,10
1337,693,19
1338,1471,13
1339,506,19
1340,694,1
1341,1796,16
1342,372,15
1343,122,11
1344,1343,14
1345,1697,7
1346,79,20
1347,212,14
1348,149,1
1349,335,4
1350,1999,2
1351,649,7
1352,1889,4
1353,1764,1
1354,657,3
1355,623,9
1356,32,15
1357,1835,17
1358,1902,9
1359,438,17
1360,793,12
1361,1482,7
1362,23,3
1363,479,6
1364,1953,20
1365,1078,20
1366,1511,1
1367,1058,19
1368,195,7
1369,823,16
1370,1061,3
1371,1087,18
1372,1868,6
1373,1802,17
1374,348,18
1375,748,17
1376,265,11
1377,228,18
1378,1792,1
1379,355,6
1380,735,3
1381,880,1
1382,1562,8
1383,1120,5
1384,318,2
1385,1650,12
1386,1378,12
1387,1499,11
1388,1627,4
1389,960,15
1390,1251,18
1391,978,15
1392,1496,12
1393,1912,17
1394,585,4
1395,777,13
1396,429,6
1397,1001,9
1398,1105,9
1399,1543,13
1400,541,1
1401,1704,17
1402,1526,13
1403,236,10
1404,385,11
1405,397,1
1406,1451,5
1407,441,10
1408,1527,14
1409,1218,10
1410,326,4
1411,1020,14
1412,603,1
1413,219,19
1414,1906,10
1415,906,19
1416,1667,12
1417,1714,10
1418,1267,1
1419,595,4
1420,372,2
1421,493,5
1422,1191,14
1423,226,20
1424,76,11
1425,1401,7
1426,615,13
1427,675,6
1428,122,15
1429,74,12
1430,176,9
1431,1207,3
1432,1368,5
1433,1775,7
1434,853,19
1435,1982,11
1436,859,9
1437,475,16
1438,963,13
1439,1000,5
1440,900,1
1441,1577,11
1442,1498,4
1443,1368,2
1444,1227,10
1445,1278,6
1446,1541,6
1447,1905,16
1448,1145,14
1449,234,11
1450,221,1
1451,1561,17
1452,1314,5
1453,313,7
1454,553,6
1455,330,18
1456,623,1
1457,1538,5
1458,1851,14
1459,274,17
1460,705,13
1461,1473,19
1462,508,19
1463,987,10
1464,939,18
1465,1746,14
1466,1798,16
1467,967,1
1468,1794,1
1469,487,4
1470,1976,16
1471,1811,18
1472,1239,19
1473,109,1
1474,1626,8
1475,1653,3
1476,1910,5
1477,154,12
1478,1865,12
1479,1639,8
1480,746,14
1481,1322,6
1482,1599,10
1483,1970,15
1484,1582,7
1485,1686,15
1486,299,6
1487,154,6
1488,52,1
1489,678,14
1490,498,18
1491,1494,19
1492,1732,9
1493,606,12
1494,584,19
1495,1985,14
1496,582,16
1497,62,8
1498,1533,5
1499,1437,4
1500,300,18
1501,1155,5
1502,786,7
1503,1514,7
1504,1397,16
1505,629,6
1506,214,20
1507,1201,18
1508,235,18
1509,182,16
1510,608,19
1511,622,5
1512,229,14
1513,922,14
1514,762,11
1515,264,11
1516,1448,15
1517,1893,3
1518,389,3
1519,273,16
1520,1925,14
1521,1652,2
1522,319,16
1523,890,10
1524,942,5
1525,1643,17
1526,28,3
1527,1333,9
1528,1199,15
1529,1508,7
1530,1722,19
1531,1227,3
1532,373,20
1533,271,19
1534,382,20
1535,760,19
1536,996,20
1537,855,1
1538,583,8
1539,357,9
1540,237,12
1541,595,1
1542,865,5
1543,1453,14
1544,1177,18
1545,598,6
1546,1736,6
1547,1837,11
1548,916,14
1549,1161,20
1550,1134,11
1551,1923,1
1552,1313,6
1553,37,3
1554,429,16
1555,1446,17
1556,1920,1
1557,32,16
1558,1573,7
1559,1516,8
1560,755,5
1561,1829,17
1562,1603,16
1563,366,7
1564,472,1
1565,563,10
1566,1277,15
1567,1358,5
1568,1650,7
1569,174,14
1570,816,12
1571,616,10
1572,1661,18
1573,215,13
1574,1848,18
1575,1518,20
1576,1071,9
1577,341,12
1578,1988,14
1579,134,15
1580,1059,12
1581,1580,18
1582,299,12
1583,1695,12
1584,773,5
1585,835,18
1586,227,4
1587,1995,7
1588,432,20
1589,421,12
1590,1545,18
1591,124,3
1592,1105,11
1593,441,1
1594,1259,12
1595,1511,1
1596,1194,11
1597,1274,19
1598,1437,18
1599,319,12
1600,668,9
1601,871,1
1602,781,16
1603,1096,3
1604,824,19
1605,1330,9
1606,588,19
1607,1175,11
1608,1143,7
1609,763,18
1610,1611,3
1611,239,5
1612,731,9
1613,390,13
1614,399,15
1615,1435,20
1616,971,20
1617,80,19
1618,1025,7
1619,154,6
1620,1432,20
1621,1127,10
1622,1541,17
1623,1838,1
1624,1681,16
1625,1472,2
1626,895,6
1627,1659,17
1628,73,19
1629,1347,13
1630,1837,19
1631,1353,6
1632,1724,8
1633,263,12
1634,1079,10
1635,1965,12
1636,1752,13
1637,502,12
1638,1064,6
1639,1302,15
1640,1542,11
1641,783,6
1642,109,6
1643,1207,3
1644,1786,4
1645,212,1
1646,1136,11
1647,1092,11
1648,259,10
1649,486,13
1650,1679,2
1651,554,9
1652,907,13
1653,389,11
1654,1408,11
1655,608,16
1656,242,12
1657,786,8
1658,1355,9
1659,1003,2
1660,326,17
1661,257,4
1662,139,8
1663,803,9
1664,1206,11
1665,958,18
1666,1121,5
1667,943,9
1668,646,7
1669,1376,14
1670,1982,17
1671,395,6
1672,1990,11
1673,414,3
1674,1431,20
1675,119,11
1676,120,14
1677,1715,19
1678,504,18
1679,468,7
1680,1542,17
1681,1443,10
1682,1500,16
1683,700,13
1684,1662,19
1685,1776,11
1686,1249,20
1687,1577,8
1688,1289,4
1689,1175,10
1690,1327,5
1691,1135,9
1692,725,6
1693,216,1
1694,308,16
1695,1499,15
1696,1262,4
1697,1278,13
1698,439,9
1699,406,3
1700,144,19
1701,1406,9
1702,783,2
1703,1695,10
1704,698,1
1705,804,17
1706,416,20
1707,310,6
1708,490,1
1709,1707,11
1710,1972,4
1711,1137,7
1712,1309,3
1713,1905,7
1714,931,4
1715,238,3
1716,924,3
1717,1018,11
1718,1990,17
1719,287,17
1720,1722,7
1721,237,16
1722,1691,12
1723,1865,14
1724,1822,3
1725,520,14
1726,1820,8
1727,480,13
1728,318,13
1729,192,11
1730,325,13
1731,658,20
1732,1008,13
1733,437,20
1734,1589,13
1735,1185,15
1736,428,13
1737,1733,2
1738,1209,17
1739,273,6
1740,187,1
1741,1886,4
1742,606,15
1743,43,14
1744,480,7
1745,861,12
1746,1473,15
1747,1537,11
1748,455,16
1749,1818,7
1750,1591,12
1751,896,16
1752,1088,16
1753,1324,4
1754,1579,11
1755,963,8
1756,2010,9
1757,1701,13
1758,83,8
1759,415,6
1760,587,19
1761,1039,1
1762,1369,5
1763,557,6
1764,1020,14
1765,1141,14
1766,298,3
1767,1074,7
1768,1390,11
1769,403,13
1770,482,2
1771,99,8
1772,103,17
1773,1400,3
1774,1811,1
1775,1492,5
1776,588,6
1777,934,1
1778,414,6
1779,1629,7
1780,1833,14
1781,501,1
1782,792,11
1783,646,10
1784,1745,15
1785,1908,1
1786,276,16
1787,319,8
1788,181,17
1789,102,11
1790,1114,12
1791,1581,3
1792,255,15
1793,1037,20
1794,1439,19
1795,1670,9
1796,994,1
1797,1307,16
1798,368,6
1799,941,2
1800,74,9
1801,712,12
1802,973,11
1803,861,10
1804,1636,4
1805,1117,11
1806,194,11
1807,578,15
1808,662,12
1809,278,17
1810,824,9
1811,610,17
1812,1728,19
1813,1998,13
1814,1532,3
1815,2012,16
1816,1696,13
1817,1260,3
1818,1125,9
1819,531,8
1820,875,19
1821,995,13
1822,1403,13
1823,645,4
1824,376,1
1825,878,15
1826,182,5
1827,1751,3
1828,1119,13
1829,1897,17
1830,1622,8
1831,1813,7
1832,502,6
1833,851,3
1834,863,15
1835,1769,14
1836,24,2
1837,1709,19
1838,170,19
1839,419,17
1840,923,15
1841,118,4
1842,1688,11
1843,1236,9
1844,1942,2
1845,1013,16
1846,1160,5
1847,82,5
1848,1307,2
1849,1155,1
1850,1845,18
1851,1162,3
1852,702,19
1853,1382,16
1854,1040,10
1855,1580,13
1856,695,12
1857,954,20
1858,1026,6
1859,1674,16
1860,1394,9
1861,857,11
1862,1379,6
1863,696,10
1864,375,4
1865,588,14
1866,1437,15
1867,1649,8
1868,1106,3
1869,1699,2
1870,1308,4
1871,1603,8
1872,431,2
1873,1832,9
1874,1890,17
1875,792,9
1876,16,17
1877,212,9
1878,1320,6
1879,163,12
1880,1010,12
1881,1265,4
1882,293,18
1883,1783,12
1884,623,19
1885,1598,4
1886,836,2
1887,1311,16
1888,1258,12
1889,1834,19
1890,1804,9
1891,416,10
1892,1671,15
1893,159,2
1894,212,18
1895,1456,4
1896,1794,20
1897,926,12
1898,951,20
1899,1209,17
1900,1143,11
1901,1602,7
1902,1755,5
1903,1517,20
1904,651,8
1905,1992,3
1906,924,16
1907,393,20
1908,479,5
1909,1043,8
1910,853,10
1911,333,6
1912,1578,5
1913,1929,7
1914,701,1
1915,1365,7
1916,405,7
1917,1414,15
1918,233,7
1919,883,2
1920,313,3
1921,173,9
1922,1337,2
1923,794,10
1924,1735,20
1925,969,9
1926,572,16
1927,655,8
1928,1046,16
1929,395,15
1930,1580,15
1931,1368,10
1932,1648,13
1933,82,8
1934,680,10
1935,609,17
1936,1489,4
1937,131,19
1938,836,18
1939,1036,20
1940,1315,17
1941,745,7
1942,122,19
1943,1046,16
1944,1829,13
1945,1959,5
1946,118,2
1947,1985,4
1948,1218,16
1949,855,16
1950,588,14
1951,1106,20
1952,2010,13
1953,742,14
1954,422,10
1955,666,16
1956,1149,1
1957,1810,15
1958,1513,15
1959,2007,16
1960,1025,2
1961,352,9
1962,1996,11
1963,548,3
1964,1218,9
1965,639,9
1966,1996,5
1967,972,10
1968,1929,8
1969,1900,11
1970,775,19
1971,85,14
1972,1884,8
1973,455,1
1974,1004,18
1975,1604,17
1976,1932,10
1977,287,14
1978,800,9
1979,1584,3
1980,1403,7
1981,192,1
1982,238,2
1983,872,5
1984,346,18
1985,1597,16
1986,1932,4
1987,1757,12
1988,1673,7
1989,1032,14
1990,345,8
1991,1293,8
1992,1284,17
1993,1761,6
1994,1756,2
1995,1004,18
1996,820,12
1997,666,11
1998,432,11
1999,1001,7
2000,1374,13
2001,791,19
2002,1660,12
2003,1292,19
2004,1834,4
2005,660,13
2006,850,3
2007,1355,13
2008,449,7
2009,1240,11
2010,683,9
2011,1581,7
2012,1861,2
2013,685,20
2014,1506,16
2015,1622,9
2016,664,4
2017,731,18
