243,1569
244,1354
245,739
246,476
247,1243
248,68
249,257
250,536
251,1992
252,1158
253,1898
254,238
255,77
256,1504
257,1736
258,918
259,1097
260,1218
261,950
262,432
263,1894
264,1514
265,737
266,185
267,1475
268,1146
269,1233
270,433
271,836
272,368
273,1670
274,1839
275,1546
276,1325
277,1458
278,1354
279,140
280,1586
281,1536
282,1918
283,1505
284,931
285,946
286,542
287,1924
288,1641
289,485
290,677
291,416
292,1697
293,130
294,1983
295,1400
296,390
297,647
298,661
299,1479
300,1738
301,1650
302,1095
303,1487
304,403
305,45
306,1107
307,1921
308,181
309,439
310,400
311,657
312,1010
313,730
314,648
315,1736
316,103
317,163
318,1486
319,316
320,226
321,1201
322,521
323,1159
324,185
325,1653
326,1298
327,1596
328,1202
329,1627
330,1016
331,1401
332,1964
333,787
334,603
335,537
336,869
337,134
338,1136
339,1965
340,561
341,68
342,180
343,1858
344,1862
345,215
346,562
347,1057
348,748
349,954
350,1311
351,1595
352,830
353,50
354,1882
355,1352
356,1122
357,944
358,1676
359,1303
360,46
361,60
362,69
363,1969
364,433
365,1058
366,561
367,66
368,1625
369,1786
370,357
371,1386
372,1719
373,709
374,49
375,970
376,1558
377,1967
378,1293
379,1994
380,1647
381,1891
382,1103
383,1260
384,1844
385,649
386,1903
387,1440
388,1852
389,1415
390,904
391,1579
392,1967
393,1386
394,683
395,903
396,1118
397,204
398,1148
399,282
400,951
401,1168
402,432
403,61
404,827
405,1296
406,1522
407,623
408,1256
409,9
410,396
411,1449
412,829
413,864
414,291
415,897
416,744
417,1853
418,1087
419,1162
420,1993
421,1465
422,1443
423,1905
424,1520
425,877
426,1131
427,503
428,1024
429,1932
430,1550
431,1677
432,1215
433,911
434,1117
435,1500
436,949
437,838
438,1029
439,234
440,1710
441,348
442,1472
443,1468
444,210
445,1340
446,1826
447,582
448,1371
449,893
450,421
451,1320
452,1365
453,946
454,1381
455,1834
456,1765
457,1613
458,1156
459,1177
460,1538
461,906
462,1075
463,1886
464,115
465,983
466,1642
467,939
468,792
469,1204
470,1631
471,1733
472,1244
473,1281
474,1277
475,1395
476,1876
477,1605
478,365
479,1219
480,1852
481,281
482,1744
483,1611
484,1115
485,1734
486,151
487,1158
488,1871
489,925
490,1542
491,1283
492,1889
493,316
494,1044
495,1121
496,52
497,1891
498,793
499,1951
500,380
501,1279
502,134
503,179
504,1177
505,998
506,1006
507,582
508,732
509,404
510,826
511,220
512,1316
513,877
514,267
515,626
516,823
517,783
518,1310
519,709
520,1567
521,1829
522,630
523,297
524,1786
525,1015
526,1679
527,1474
528,1448
529,965
530,1250
531,1929
532,628
533,249
534,605
535,1129
536,394
537,1291
538,342
539,1808
540,659
541,322
542,913
543,1043
544,1656
545,894
546,639
547,1090
548,540
549,711
550,1404
551,923
552,1535
553,1908
554,464
555,1479
556,24
557,1739
558,1881
559,1730
560,1623
561,1202
562,1418
563,1969
564,1788
565,827
566,19
567,920
568,66
569,152
570,66
571,496
572,1566
573,151
574,275
575,1712
576,1445
577,351
578,1571
579,11
580,1626
581,1542
582,1116
583,1847
584,816
585,1272
586,1977
587,150
588,306
589,855
590,1565
591,602
592,1286
593,1228
594,1229
595,1986
596,748
597,458
598,463
599,521
600,192
601,938
602,1530
603,1254
604,977
605,1217
606,425
607,1950
608,1635
609,1394
610,761
611,1045
612,572
613,1202
614,198
615,1154
616,1505
617,1638
618,556
619,310
620,1456
621,1925
622,759
623,295
624,413
625,745
626,907
627,1282
628,1515
629,1747
630,760
631,1506
632,173
633,731
634,1684
635,1383
636,77
637,1141
638,628
639,196
640,1312
641,1933
642,1723
643,506
644,1363
645,420
646,171
647,1163
648,1960
649,1234
650,910
651,765
652,1405
653,1673
654,1682
655,41
656,692
657,1696
658,701
659,51
660,819
661,1199
662,113
663,1030
664,1401
665,702
666,1497
667,1159
668,992
669,544
670,585
671,1441
672,1105
673,200
674,636
675,106
676,1837
677,1456
678,599
679,921
680,1993
681,270
682,1470
683,52
684,192
685,1736
686,27
687,34
688,807
689,995
690,401
691,414
692,1652
693,388
694,1758
695,1703
696,1976
697,458
698,1594
699,57
700,9
701,453
702,952
703,523
704,1760
705,1713
706,383
707,166
708,1995
709,1107
710,673
711,1797
712,384
713,687
714,1465
715,507
716,887
717,1629
718,520
719,1999
720,777
721,1918
722,1298
723,927
724,539
725,910
726,1343
727,1758
728,1980
729,973
730,1798
731,216
732,84
733,1006
734,1072
735,1472
736,620
737,1897
738,64
739,32
740,549
741,1380
742,453
743,25
744,1456
745,544
746,1099
747,663
748,650
749,1207
750,362
751,971
752,860
753,145
754,1784
755,390
756,1840
757,333
758,1726
759,1924
760,89
761,1122
762,110
763,217
764,1793
765,1695
766,504
767,718
768,521
769,1757
770,315
771,1978
772,1892
773,1752
774,278
775,929
776,920
777,1012
778,1634
779,314
780,281
781,728
782,1105
783,955
784,365
785,437
786,28
787,813
788,1161
789,1055
790,696
791,1649
792,276
793,401
794,1293
795,1390
796,771
797,1034
798,1149
799,988
800,221
801,121
802,1138
803,849
804,101
805,1645
806,259
807,100
808,199
809,195
810,1192
811,504
812,470
813,30
814,1601
815,1956
816,402
817,677
818,1677
819,575
820,1425
821,831
822,848
823,705
824,209
825,451
826,1405
827,1806
828,770
829,355
830,1313
831,218
832,351
833,807
834,1745
835,591
836,1727
837,1739
838,543
839,758
840,1603
841,1886
842,454
843,1490
844,804
845,1842
846,925
847,1556
848,1224
849,962
850,558
851,547
852,885
853,449
854,89
855,1463
856,1408
857,1563
858,1943
859,1229
860,1502
861,66
862,8
863,71
864,1500
865,898
866,758
867,1261
868,920
869,1253
870,85
871,1252
872,934
873,340
874,1502
875,1508
876,1199
877,1213
878,1118
879,253
880,925
881,1290
882,674
883,630
884,38
885,1785
886,865
887,1127
888,153
889,1325
890,593
891,1031
892,1964
893,1121
894,1840
895,270
896,189
897,1790
898,603
899,1910
900,1058
901,1666
902,246
903,1515
904,140
905,236
906,912
907,297
908,1061
909,1138
910,323
911,1839
912,167
913,1746
914,343
915,1800
916,389
917,1361
918,134
919,653
920,1140
921,1317
922,1780
923,813
924,484
925,1796
926,217
927,1125
928,1694
929,887
930,1223
931,614
932,737
933,414
934,840
935,178
936,1060
937,1382
938,1317
939,49
940,963
941,94
942,1498
943,1309
944,1512
945,460
946,670
947,592
948,567
949,1759
950,1443
951,1300
952,374
953,994
954,995
955,439
956,903
957,279
958,219
959,655
960,49
961,622
962,1011
963,1768
964,321
965,312
966,1497
967,1065
968,1454
969,902
970,1755
971,1983
972,1966
973,1901
974,1498
975,1116
976,1653
977,248
978,1718
979,1571
980,1244
981,185
982,1798
983,209
984,393
985,1820
986,477
987,1337
988,1053
989,1053
990,780
991,1234
992,1668
993,944
994,471
995,166
996,1256
997,718
998,1671
999,412
1000,852
1001,788
1002,125
1003,738
1004,1512
1005,1184
1006,1929
1007,722
1008,1024
1009,948
1010,1089
1011,875
1012,37
1013,1112
1014,1201
1015,1668
1016,1243
1017,474
1018,699
1019,1687
1020,74
1021,1717
1022,1258
1023,1628
1024,1588
1025,123
1026,1616
1027,708
1028,1116
1029,534
1030,907
1031,1480
1032,1111
1033,1832
1034,264
1035,119
1036,754
1037,356
1038,1334
1039,1269
1040,925
1041,1462
1042,22
1043,1930
1044,716
1045,1488
1046,743
1047,1662
1048,995
1049,918
1050,1645
1051,373
1052,1525
1053,373
1054,1697
1055,1299
1056,674
1057,399
1058,1116
1059,1184
1060,169
1061,980
1062,1190
1063,1817
1064,951
1065,1483
1066,1519
1067,1593
1068,39
1069,1836
1070,1196
1071,1014
1072,1320
1073,553
1074,512
1075,1555
1076,1147
1077,9
1078,905
1079,1854
1080,1738
1081,226
1082,1321
1083,1100
1084,1021
1085,1722
1086,1120
1087,1635
1088,1380
1089,1637
1090,495
1091,747
1092,847
1093,1008
1094,774
1095,1574
1096,1471
1097,659
1098,1339
1099,1857
1100,1096
1101,1070
1102,1050
1103,1689
1104,81
1105,1911
1106,1665
1107,1866
1108,1913
1109,1890
1110,1681
1111,625
1112,1643
1113,1589
1114,371
1115,968
1116,212
1117,1616
1118,205
1119,56
1120,881
1121,152
1122,757
1123,1836
1124,1305
1125,669
1126,334
1127,1689
1128,1815
1129,829
1130,1977
1131,1139
1132,1127
1133,1860
1134,628
1135,327
1136,892
1137,279
1138,1719
1139,780
1140,1254
1141,67
1142,1217
1143,186
1144,421
1145,1068
1146,75
1147,1038
1148,1368
1149,108
1150,793
1151,1948
1152,440
1153,1406
1154,820
1155,313
1156,402
1157,345
1158,344
1159,364
1160,461
1161,519
1162,1510
1163,517
1164,1311
1165,968
1166,1718
1167,764
1168,1358
1169,705
1170,1682
1171,1201
1172,10
1173,699
1174,1261
1175,674
1176,1441
1177,1910
1178,1665
1179,1275
1180,1323
1181,879
1182,1880
1183,529
1184,1523
1185,484
1186,845
1187,227
1188,719
1189,1232
1190,544
1191,1312
1192,490
1193,912
1194,1055
1195,469
1196,357
1197,1482
1198,1708
1199,1023
1200,259
1201,1089
1202,1354
1203,1500
1204,1386
1205,1346
1206,842
1207,1640
1208,30
1209,1466
1210,478
1211,617
1212,1492
1213,1188
1214,1869
1215,776
1216,460
1217,1193
1218,601
1219,561
1220,526
1221,2006
1222,649
1223,1958
1224,1068
1225,869
1226,1524
1227,1319
1228,1087
1229,1840
1230,1297
1231,1863
1232,232
1233,662
1234,1858
1235,223
1236,1476
1237,151
1238,1020
1239,312
1240,1315
1241,1913
1242,64
1243,516
1244,1674
1245,416
1246,1508
1247,640
1248,196
1249,572
1250,1817
1251,1108
1252,575
1253,1315
1254,1180
1255,1837
1256,38
1257,178
1258,700
1259,1188
1260,61
1261,1202
1262,393
1263,1489
1264,1530
1265,1417
1266,1699
1267,1468
1268,1143
1269,332
1270,418
1271,461
1272,714
1273,1511
1274,779
1275,819
1276,564
1277,1764
1278,1344
1279,143
1280,464
1281,1700
1282,885
1283,484
1284,247
1285,313
1286,183
1287,1054
1288,356
1289,275
1290,1495
1291,1581
1292,1598
1293,507
1294,1708
1295,462
1296,1101
1297,1317
1298,863
1299,1620
1300,1902
1301,972
1302,316
1303,761
1304,600
1305,66
1306,1996
1307,1273
1308,315
1309,218
1310,1075
1311,493
1312,978
1313,15
1314,1401
1315,1186
1316,518
1317,1930
1318,1361
1319,1492
1320,750
1321,45
1322,80
1323,1237
1324,43
1325,1093
1326,23
1327,1383
1328,930
1329,1845
1330,869
1331,999
1332,1827
1333,855
1334,1902
1335,313
1336,201
1337,1045
1338,1617
1339,731
1340,223
1341,2000
1342,924
1343,290
1344,1908
1345,1784
1346,1260
1347,1428
1348,602
1349,1592
1350,659
1351,1948
1352,1588
1353,601
1354,1910
1355,687
1356,718
1357,1048
1358,1025
1359,711
1360,812
1361,167
1362,1793
1363,354
1364,1780
1365,1347
1366,1248
1367,322
1368,86
1369,1740
1370,1338
1371,454
1372,824
1373,1807
1374,361
1375,255
1376,498
1377,718
1378,1869
1379,1868
1380,729
1381,661
1382,1543
1383,290
1384,1547
1385,1591
1386,427
1387,441
1388,591
1389,318
1390,181
1391,1539
1392,855
1393,42
1394,354
1395,873
1396,1456
1397,1102
1398,936
1399,1689
1400,587
1401,77
1402,1669
1403,1737
1404,1460
1405,307
1406,1532
1407,550
1408,287
1409,1661
1410,1143
1411,1258
1412,1496
1413,780
1414,424
1415,1137
1416,433
1417,1670
1418,442
1419,952
1420,1533
1421,1714
1422,1971
1423,1590
1424,237
1425,1535
1426,94
1427,918
1428,1213
1429,1178
1430,1500
1431,1622
1432,1386
1433,74
1434,509
1435,1703
1436,454
1437,160
1438,598
1439,838
1440,775
1441,206
1442,1200
1443,109
1444,1280
1445,509
1446,1101
1447,914
1448,338
1449,18
1450,1420
1451,945
1452,1334
1453,520
1454,862
1455,1404
1456,1822
1457,665
1458,1681
1459,162
1460,666
1461,721
1462,28
1463,487
1464,1845
1465,559
1466,252
1467,178
1468,1972
1469,1436
1470,1550
1471,1204
1472,1613
1473,1533
1474,1515
1475,105
1476,1993
1477,1837
1478,440
1479,49
1480,156
1481,351
1482,410
1483,2004
1484,491
1485,220
1486,1454
1487,623
1488,973
1489,116
1490,1605
1491,40
1492,1948
1493,1557
1494,1882
1495,1653
1496,468
1497,1286
1498,559
1499,1321
1500,1137
1501,1356
1502,77
1503,928
1504,310
1505,1577
1506,1124
1507,291
1508,1011
1509,855
1510,836
1511,329
1512,1185
1513,1050
1514,1869
1515,1379
1516,535
1517,986
1518,887
1519,1812
1520,1565
1521,1813
1522,172
1523,1609
1524,729
1525,263
1526,1994
1527,1707
1528,383
1529,502
1530,1745
1531,1154
1532,1527
1533,467
1534,1004
1535,177
1536,997
1537,724
1538,236
1539,1896
1540,939
1541,1643
1542,941
1543,1608
1544,1600
1545,1988
1546,1459
1547,1732
1548,1651
1549,563
1550,594
1551,276
1552,1332
1553,1762
1554,859
1555,1313
1556,1015
1557,475
1558,1387
1559,418
1560,1613
1561,146
1562,1162
1563,279
1564,1479
1565,62
1566,130
1567,599
1568,863
1569,1665
1570,168
1571,1041
1572,1735
1573,1579
1574,1864
1575,493
1576,1524
1577,607
1578,685
1579,1811
1580,43
1581,635
1582,1435
1583,585
1584,716
1585,10
1586,727
1587,1595
1588,1047
1589,282
1590,1086
1591,365
1592,1198
1593,1423
1594,201
1595,252
1596,896
1597,962
1598,473
1599,1421
1600,370
1601,762
1602,1619
1603,134
1604,674
1605,1371
1606,455
1607,1143
1608,1024
1609,1153
1610,1009
1611,1782
1612,1361
1613,64
1614,1407
1615,1483
1616,782
1617,1526
1618,1097
1619,1889
1620,421
1621,189
1622,1074
1623,452
1624,1742
1625,1238
1626,1097
1627,1997
1628,955
1629,1099
1630,676
1631,1649
1632,74
1633,1098
1634,1040
1635,636
1636,1203
1637,1423
1638,1527
1639,1816
1640,1880
1641,1367
1642,1978
1643,1700
1644,640
1645,686
1646,7
1647,664
1648,1103
1649,600
1650,958
1651,63
1652,1195
1653,680
1654,1631
1655,1462
1656,1738
1657,1851
1658,977
1659,699
1660,1225
1661,1978
1662,218
1663,634
1664,667
1665,1496
1666,98
1667,1568
1668,1712
1669,1928
1670,1972
1671,161
1672,1853
1673,1658
1674,109
1675,1360
1676,759
1677,1335
1678,194
1679,1868
1680,1858
1681,334
1682,786
1683,1966
1684,612
1685,128
1686,71
1687,234
1688,149
1689,394
1690,1990
1691,1216
1692,697
1693,211
1694,1111
1695,95
1696,1288
1697,616
1698,252
1699,1978
1700,551
1701,1796
1702,240
1703,397
1704,1529
1705,1167
1706,1579
1707,1471
1708,670
1709,1203
1710,668
1711,1521
1712,209
1713,505
1714,100
1715,1394
1716,851
1717,606
1718,496
1719,1436
1720,479
1721,302
1722,1856
1723,1886
1724,284
1725,391
1726,1526
1727,1345
1728,1066
1729,82
1730,1229
1731,1739
1732,409
1733,1634
1734,1720
1735,194
1736,1134
1737,308
1738,1396
1739,1601
1740,966
1741,389
1742,447
1743,1027
1744,1629
1745,483
1746,1910
1747,1537
1748,757
1749,990
1750,937
1751,700
1752,1982
1753,421
1754,1966
1755,1693
1756,615
1757,1311
1758,551
1759,1970
1760,1097
1761,1819
1762,167
1763,752
1764,1669
1765,899
1766,1676
1767,290
1768,766
1769,1922
1770,770
1771,2003
1772,1267
1773,1557
1774,1110
1775,1072
1776,1793
1777,1307
1778,762
1779,1049
1780,793
1781,1986
1782,650
1783,127
1784,1481
1785,1887
1786,1240
1787,807
1788,617
1789,277
1790,847
1791,450
1792,1115
1793,902
1794,1060
1795,787
1796,1492
1797,1501
1798,226
1799,1862
1800,1750
1801,670
1802,109
1803,1437
1804,766
1805,1580
1806,1320
1807,1261
1808,2002
1809,1690
1810,589
1811,1873
1812,135
1813,209
1814,1579
1815,1913
1816,1937
1817,1242
1818,1937
1819,1452
1820,1378
1821,642
1822,869
1823,83
1824,1677
1825,924
1826,933
1827,1803
1828,1572
1829,1079
1830,103
1831,1777
1832,1188
1833,927
1834,435
1835,1666
1836,1686
1837,1967
1838,877
1839,1473
1840,1679
1841,107
1842,1999
1843,15
1844,516
1845,198
1846,527
1847,1821
1848,252
1849,1707
1850,196
1851,1373
1852,372
1853,459
1854,1839
1855,1793
1856,540
1857,151
1858,1934
1859,1003
1860,1886
1861,591
1862,297
1863,194
1864,855
1865,508
1866,1904
1867,420
1868,1215
1869,918
1870,98
1871,1747
1872,8
1873,1354
1874,1255
1875,509
1876,1721
1877,533
1878,1367
1879,530
1880,1165
1881,551
1882,143
1883,1597
1884,34
1885,948
1886,410
1887,1062
1888,88
1889,760
1890,1939
1891,1762
1892,212
1893,202
1894,1834
1895,1254
1896,623
1897,340
1898,791
1899,565
1900,85
1901,863
1902,1094
1903,300
1904,367
1905,108
1906,1078
1907,300
1908,1073
1909,444
1910,1975
1911,636
1912,1073
1913,849
1914,512
1915,1964
1916,331
1917,656
1918,1511
1919,1954
1920,684
1921,1558
1922,529
1923,123
1924,1563
1925,2003
1926,631
1927,429
1928,946
1929,1884
1930,531
1931,1686
1932,1113
1933,769
1934,553
1935,553
1936,1278
1937,1048
1938,1025
1939,1579
1940,554
1941,1391
1942,318
1943,805
1944,357
1945,107
1946,583
1947,1828
1948,1918
1949,806
1950,220
1951,1415
1952,1000
1953,545
1954,1912
1955,110
1956,427
1957,1481
1958,915
1959,1276
1960,643
1961,1140
1962,359
1963,16
1964,1018
1965,458
1966,1336
1967,217
1968,1925
1969,386
1970,1681
1971,1014
1972,171
1973,1679
1974,1941
1975,1294
1976,1216
1977,1521
1978,654
1979,1876
1980,1929
1981,1205
1982,1002
1983,1412
1984,1994
1985,345
1986,1389
1987,1112
1988,496
1989,1462
1990,1630
1991,1892
1992,1059
1993,752
1994,1748
1995,1274
1996,1159
1997,1968
1998,1949
1999,1465
2000,846
2001,447
2002,1908
2003,449
2004,1634
2005,1387
2006,353
2007,1435
2008,627
2009,1044
2010,558
2011,1072
2012,1422
2013,1995
2014,1449
2015,1423
2016,1330
2017,778
2018,1114
2019,1097
